id,label,text
1190,14924216 14781104 14717848 14791612,14717874 15635335 14785469 14851759 14925245 110 14717874 15635335 14785469 14851759 14925245 110
1191,14847385 14844587 14848641 14847398,64 104 107 104 88 102 105 99 117 104 110 99 104 107 104 14786472 14790838 14850996 14860165 14844548 14858630 14721174 14781831 15697318 14924986 14785422 15638167 14844587 14846143 14859143 14846102 14720387 14925703 14789561 14924962 14846644 14782641 15632285 15706536 14924443 14925757 14792088 15632285 14859956 14846135 15252363 14859453 14724236 14924962 14792378 15710881 14728371 14923945 14924678 14925725 15252363 14792378 15710881 14728371 14923945 14781831 14860175 14924962 14846093 14721158 14854577 15710881 14925756 14925757 14717871 14782384 14720387 14721977 14925219 14727830 14728347 14859667 14717871 15710888 14924977 14976901 15632285 15710336 96 104 107 104 14726332 14847888 14925216 14849158 14854334 15710881 15710593 14923942 14780072 14849419 14783159 14781097 14720387 15698352 14846097 15252363 14924937 15697803 14854553 14715319 14854553 14782641 15710363 14725004 15706253 14782890 14976902 15710881 15710593 14925716 14925725 14924436 14787719 14976902 15710881 15710593 14781858 15706785 14780567 15630741 14976902 15710881 14925756 14717848 14791612 14721977 14846909 14849419 14850999 14851257 14854557 14924426 14785418 14847398 14723726 14849923 14721162 14792378 15710881 14859667 14717871 14976901
1192,14786237 15697082 14722731 14924977,15632275 15697537 15642297 15642289 88 110 72 84 14925716 14925757 15642297 15642289 15706553 15706534 15252363 14786237 15697082 15706282 15636660 14858120 14721183 14925473 15252363 14859143 14849960 15642297 15642289 14782903 14717848 14791612 14976901
1193,14856354 14844592,14844588 14854554 14788235 15637157 14784411 14726053 14858412 15632280 14784411 14726053 39 14859667 14717871 39 14976902 14782848 14924977 14976902 14727830 15640242 14784411 14726053
1194,14794687 14782344,14858639 14720425 15706282 15636660 14846850 88 70 105 99 117 104 110 99 14924455 14786472 14719896 14720387 14858639 14720425
1195,14786237 15697082 14722731 14924977,15697549 14853038 14852788 14924929 14846592 14728608 14716559 15697549 14853038 14785469 14851759 14925245 15252363 14847399 14844578 15706282 15636660 15710612 14844578 14859953 15706241 14847916
1196,14924216 14781104 14717848 14791612,126 110 105 111 114 88 100 102 107 107 98 117 88 107 110 105 114 127 14786237 15697082 14853009 14849723 14726332 14728344
1197,14783134 15697333 14854817 14925479,14781859 14853292 70 119 119 88 102 105 99 117 104 110 99 14781859 14853292 14847385 14844587 14847406 14782092
1198,14844093 15705739 14854331 15699885,15641235 14791826 14783106 14925196 14720149 70 85 14720149 14854807
1199,14924216 14781104 14717848 14791612,14721468 14728632 15706241 14847916 15636660 15252367 14787239 14787239 15252366 14782638 14783134 15252363 14925205 14847407 39 39 15252363 15710363 14725004 14925219 14925205
1200,14786237 15697082 14722731 14924977,14715050 14846092 15706533 14846610 14854554 88 102 105 99 117 104 110 99 14925757 15708546 14860165 14780567 14924188 14783400 14924959 14854539 14782359 15252363 15706282 15636660 14783914 14781858 14847384 15697082
1201,14786237 15697082 14722731 14924977,15639705 14844070 15706282 15636660 14784411 14726053 70 105 99 117 104 110 99 15639705 14844070 15706282 15636660 14784411 14726053 70 105 99 117 104 110 99
1202,14847385 14844587 14848641 14847398,14846864 14792378 15708557 15630473 69 53 55 69 42 15699885 14720156 42 14852752 14924977 52 41 55 15710881 15710906 14844290 15631535 15640254 14720169 39 14846864 14792378 15708557 15630473 69 53 55 69 15640254 14720169 14924472 14717871
1203,14786237 15697082 14722731 14924977,14849723 14849680 15706282 15636660 15706241 14847916 14780567 14924188 15706282 15636660 15706241 14847916
1204,14783134 15697333 14854817 14925479,15711660 14924986 15641995 15706246 14859956 14846135 14720150 14780832 14924434 14925195 14859649 15637383 15704454 15711660 14924986 15641995 15706246 14859956 14846135 14720150 14780832 14720387 102 119 119 110 99
1205,14786237 15697082 14722731 14924977,84 119 98 98 100 111 70 105 102 107 126 14846093 14782641 14858412 15632280 14850999 14854334 14853303 15636660 15710364 15705739 15706241 14847916 14727356 15706262 15252363 14851225 14924711 14728340 14784923 14728350 14720191 14844596 14790566 14850704
1206,14844093 15705739 14854331 15699885,65 110 65 14846116 15706282 15706538 14728324 14726332 14728344 88 14854542 14846612 14853009 14722963 15706536 15639705 14720387 14849963 15706291 15706538 14728324 14726332 14728344 14976901
1207,14786237 15697082 14722731 14924977,14849158 14726836 14714302 14846610 14854554 15710364 15705739 14714302 15639447 14720387 14726332 14728344
1208,14924216 14781104 14717848 14791612,15639705 14847918 14791329 14782641 14844558 14785469 14844856 14724258 14783134 15697333 14717871 14786237 15697082 87 102 99
1209,14783134 15697333 14854817 14925479,14785469 14851759 14925245 14925206 15706282 15636660 14785469 14851759 14925245 14925709 14720387 15706282 15636660 14925219 14925205
1210,14786237 15697082 14722731 14924977,81 104 110 100 98 115 104 115 98 127 115 116 99 98 106 104
1211,14856354 14844592,106 102 100 117 104 81 110 99 98 104 14717871 14925193 14854542 14844591 15638453 15698820 15252380 14780834 14846096 14925756 14925245 14720387 14781312 14924963 14720387 15706288 14792325 15252363 15706241 14847916 15706282 14925454 15252363 14924443 14844093 14720191 14844596 14720387 14851225 14859667 15252358
1212,14856354 14844592,14789004 14717369 15706241 14854800 15638402 15706300 15710594 14847406 15710366 14925741 15710888 14924977 14786472 14925757 14860201 14847406 14789004 14717369 14925245 14925709 14727830 15638402 15706300 15697803 14859143 14846102 14720387 14976901 14846125 14786472 14925741 14858120 14856354 14844592 14976901 14717871 14791826 14858639 14723463 14846610 15252363 14782100 14859143 42 14853002 14847921 15637383 15704454 15638402 15706300 14720387 14844290 14854590 15252363 14858166 72 76 14925185 14976901 14845597 15710366 14925741 15710888 14924977 15708848 14851239 14786472 14782358 14850991 14727587 15630475 15637157 15706531 15706241 14925185 14858639 14853021 14925706 15706241 14854800 14720387 14789004 14717369 14785420 14846092 15252363 14924945 14924971 15637383 15704454 14727830 14728347 15252363 14924417 14786472 14782631 14791826 15638402 15706300 15252363 14782631 14791826 14719138 15632020 14847916 14925245 14850991 86 86 14925709 14782100 14844093 14720387 14786472 14924935 14925455 14976901 14782358 14925464 14786472 14925741 14789004 14717369 14925245 15252363 14782358 14719138 15632020 14854819 14716075 14720387 14793868 14849716 14976901 14858639 14717084 15699105 14976901 14782087 14924962 14782358 15696045 14854817 14925185 14925703 14925708 68 36 15252363 14845597 14925185 15710366 14925741 14858120 14856354 14844592 14976901 14782358 14860171 14785436 15706536 15639705 14854559 14782910 15697082 14783400 14781318 14782358 15252363 15710117 15710117 15252358 15252358
1213,15630486 15702410 14718849 15709093,66 126 98 73 114 117 116 98 88 70 105 99 117 104 110 99 66 126 98 73 114 117 116 98 15632285 15710336 14783159 14781097 14787719 14791308 15698352 14858640 14717871 14782384 14720387 14719931 14719644 14845602 14859696 14716337 14780294 15252363 14788542 14781097 14925706 14849931 14859955 15645059 15252360 14780320 14847916 15252360 14728335 14724264 14779288 14844558 14723726 14783159 14781097 14847873 14784919 14844093 14717871 14782384 14720387 14719931 14719644 14717365 14847412 14725004 14859681 15252363 14854553 14782641 15710612 14844093 14719931 14845602 14859696 14781858 14849677 15252363 15632285 15710336 70 87 87 14854553 14782641 14780567 15630741 14717871 14782384 14728340 14849935 14786237 15697082 14722731 14924977 15710364 15705739 14719931 15631535 14717365 14847412 14923945 14853002 15252363 14785422 14783119 14923908 15710364 14719931 14719644 14845602 14859696 14727561 14925754 14976901
1214,14924216 14781104 14717848 14791612,15710881 15706538 14860175 88 110 87 111 104 105 98 14792378 15710881 15635335 14848937 102 119 119 15252363 14717871 14785186 14723494 14718849 14854565 14782384
1215,14782903 15634620 15638402 15706300,84 64 87 83 70 119 119 14786237 14779040 14792124 14718849 70 87 87
1216,14786237 15697082 14722731 14924977,110 42 107 102 106 119 42 102 105 99 117 104 110 99 14717570 15710649 15636660 14925463 14714536
1217,14782903 15634620 15638402 15706300,14715304 14718852 83 110 106 98 14715304 14718852 14782641 14781858 14854559 14782910 70 119 119
1218,14783134 15697333 14854817 14925479,14783159 14722950 14854554 15709082 14853024 14924443 14782367 14925216 14849158 14925757 14924694 15634613 14858120 14794687 14782344 14726844 14850444 15252363 14717871 14782384 15632285 15710336 14783626 14780832 14784128 14785153 14849419 14714302 14844092 14857864 14859922 14723726 14783626 14924443 15710364 15705739 14794687 14782344 15252363 14717878 14853021 14925741 14715310 14854577 14783626 14924443 14720387 14783159 14722950 14854554 15709082 14850991 14849931 14925703 15703709 14781592 14724797 15634611 14925738 15710364 15705739 14846644 14782641 14782367 14782864 14849419 14854553 14782641 87 76 15252363 14853021 14925245 14844598 14849931 14724249 14925198 14782100 14845845 15631789 14780081 14783159 14722950 14844602 15252363 15698352 14858640 15696045 15711660 14854553 14847388 14720387 14780567 14846592 14976901
1219,14782903 15634620 15638402 15706300,14853021 14714302 14854565 14853021 14714302 14854565 14786472 14925703 14789561 14854542 14844591 14924216 14781104 14720387 14783409 15635633 14856354 14844592 15252363 14783400 14781318 14853021 14721162 14782910 14859144 14783409 15635633 15252363 14788755 14924711 14728344 119 104 116 14785469 14785715 14847399 14852794 14717871 14976901 14853021 14714302 14854565 14728344 15706534 14925185 14788744 14782626 14976902 14788744 14785423 14976902 14788744 14859955 14720387 14849923 15640254 15701922 14925725 14783159 14781097 15252363 15706542 14848641 14854577 15637896 14782641 15637896 14850999 15631546 15697082 14784674 14719884 15634607 14859664 15701922 14925725 14779522 14844338 15252363 14782359 14925757 14848641 14854577 14720387 15709107 14858372 14723494 14854577 14976901
1220,14794687 14782344,14860201 15631777 15705739 14846143 14785469 88 102 105 99 117 104 110 99 14860201 15631777 15705739 14846143 14785469 15252363 14860201 15631777 15705739 14850185 15638146 14781627 15710881 62 50 54 48 55 14925716 15697547 15642297 15642289 14849695 15252363 14925757 14860165 14792598 14780567 14924188 14860165 14844290 14782100 15710881 15252363 14850185 15638146 14781627 15710881 15252363 14850185 15638146 14846850 15710881 15252363 14858120 14924977 14858412 15632277 14723726 14728609 15710881 14785418 14847398 14976901 14976919 14860201 15631777 15705739 14850185 15638146 14781627 15710881 62 50 54 48 55 14846143 14785469 15711660 14924986 15641995 15706246 14976918 14846128 14722950 15641995 15706246 14720700 14858898 15252363 14859143 14849960 14844093 15705739 14785418 14847398 14727561 14852794 14782594 14725004 15252363 14860201 15631777 15705739 14850185 15638146 14781627 15710881 62 50 54 48 55 14846143 14785469 15252363 14844591 15697547 14785418 14847398 15252363 14783147 14857616 14716854 14925725 15252363 14925716 14925725 14785715 14925716 14791855 15252380 14976919 14860201 15631777 15705739 14850185 15638146 14781627 15710881 62 50 54 48 55 14780834 14846610 14847918 14851759 14976918 14854553 14782641 15706533 14846610 14792320 14780348 15252363 14925703 15635369 14784674 14719884 15252363 14858412 15632280 14781861 14846610 15252380 14860201 15631777 15705739 14850185 15638146 14781627 15710881 62 50 54 48 55 14846143 14785469 14724264 14850185 14844290 14782100 15710881 15639939 14728609 14859198 14724496 14780567 14721981 15252363 14783400 14781318 14781861 14846610 14925705 14858426 14717602 15252380 14850185 15638146 14844093 15705739 15252363 14726332 14728344 14786237 15697082 15710084 14791609 15252380 14976919 14860201 15631777 15705739 14850185 15638146 14781627 15710881 62 50 54 48 55 14854331 15699885 14854557 14924426 14976918 14844033 14722729 14854557 14924426 15252363 15708328 14728632 15704195 14847893 14785715 14726585 14728321 15252363 14860201 15631777 15705739 14850185 15638146 14781627 15710881 62 50 54 48 55 14846143 14785469 14724264 14844033 14722729 14854557 14924426 14925471 14854565 14924426 14727849 15252363 15708328 14728632 15704195 14847893 14726585 14728321 15252363 14858412 15632280 14854539 14782359 14854331 15699885 14976901 87 116 15252381 14783400 14781318 14850999 14851257 14721468 14728632 14925708 15710906 15252363 14844040 14858134 14791302 15630472 14791055 15697808 15252380 14976919 14860201 15631777 15705739 14850185 15638146 14781627 15710881 62 50 54 48 55 14854553 14782641 14781861 14846610 14976918 14720700 14858898 14860201 15631777 15705739 14850185 15638146 14781627 15710881 62 50 54 48 55 14846143 14785469 14724264 15252363 15710364 15705739 14782092 14785469 14846128 14722950 15641995 15706246 15252363 15696045 14925756 15632270 14781614 14785418 14847398 14846909 14850200 15252381 15252367 14850185 14844290 15252366 14860165 14844290 14782100 15710881 14846909 14850200 14976902 14850185 15638146 15708328 14728632 15252363 15710364 14844578 14856354 14924443 14717579 15637157 15252363 14925703 15635369 14784674 14719884 15252363 14854553 14782641 14781861 14846610 15252380 14976919 14860201 15631777 15705739 14850185 15638146 14781627 15710881 62 50 54 48 55 15706533 14846610 14723494 14718849 14976918 14860201 15631777 15705739 14850185 15638146 14781627 15710881 62 50 54 48 55 14846143 14785469 14724264 15706533 14846610 14792320 14780348 15252363 14788542 14781097 14726844 14850444 14786489 14721981 14925706 14849931 14783626 14924443 14781326 15635881 15252363 14788542 14781097 14782641 15634611 14846909 15634611 14784674 14719884 15252380 14860201 15631777 15705739 14786472 14717878 15701146 14791344 15252367 14721416 14859453 15252366 14923942 14780072 14721174 14781831 14785422 15638167 14844587 14846143 15710359 15701922 14720387 14925716 14925725 14850185 15638146 14781627 15710881 14976902 14846850 15710881 14976902 15708335 14850185 15632280 15632277 14785418 14847398 14859956 14846135 15252363 14845853 15637159 14789284 15704195 15701922 15710359 15710881 15710593 15252363 14925757 14850185 15638146 14844093 15705739 15697794 14780567 14924188 14924216 14781104 14976902 14714546 14791612 14976902 14924703 14779559 14976902 14854542 14844591 14720387 14780834 15632262 14785418 14847398 14976901 14924962 14721416 14859453 14925757 15708848 14714302 14846102 14857874 15696052 14924941 15252363 14715319 15706534 14847893 15704449 14720145 15696052 14844591 14851258 14849923 14853024 14850185 14860165 14976901 14850185 14860165 15708328 14728632 14781588 14857874 14844290 15701406 14846115 14976902 14851228 14856346 14856373 14925709 14728632 15252363 14859960 14925723 14976902 14792116 14846864 14976902 14854542 14858682 14976902 14782903 14717313 14976902 14792116 14846608 14976902 14925206 14846608 14850688 14858113 15638145 14728362 14925709 14728632 14976901 14717871 14782384 14846120 14850237 14925193 14860201 15631777 15705739 70 87 87 14976902 14860201 15631777 15705739 14858665 14923942 14844587 14924688 14846128 14849419 14717874 14846123 15252367 14721416 14859453 14846120 14781615 14782100 62 49 63 62 49 62 14976902 14851228 14856346 14846120 14781615 14782100 62 50 54 48 55 14976902 14844290 15701406 14846115 14846120 14781615 14782100 62 50 54 53 63 15252366 14854553 14715319 14853021 15632285 15632020 14925708 14846610 14976902 14784674 14846610 14976901 14860201 15631777 15705739 14850185 15638146 14781627 15710881 14785418 14847398 14859956 14846135 14726056 15706534 14785418 14847398 14717871 14782384 54 55 55 55 14925696 15252363 14786472 14925703 14854577 72 53 72 15639937 14850200 14720387 14925205 15697555 14727830 14782903 15635351 14844587 14846143 14976901
